juice5-399.wav|became the norm or they yeah and now|became the norm or they yeah and now
juice7-79.wav|how to band's record [ __ ] like as a never understood the dude sometimes like my name is juice world 9 I know you're watching though jumping that's why some gift and a curse it opens doors for you|how to band's record [ __ ] like as a never understood the dude sometimes like my name is juice world nine i know you're watching though jumping that's why some gift and a curse it opens doors for you
juice25-24.wav|different style you know I'm saying but it gives you originality despite anything negative is going on is always gonna be something positive here no be a beater in that charge I mean if it|different style you know i'm saying but it gives you originality despite anything negative is going on is always gonna be something positive here no be a beater in that charge i mean if it
juice24-154.wav|real love is and everything is kind of blown out of like really knowing so no sound people or some future yeah exactly|real love is and everything is kind of blown out of like really knowing so no sound people or some future yeah exactly
juice3-84.wav|you know my only focus pretty much damn I do get a lot of tattoos I'm alone I'm|you know my only focus pretty much damn i do get a lot of tattoos i'm alone i'm
juice1-806.wav|no no I never really even had that I I never everything that I recorded on I'll put out at some point what do you|no no i never really even had that i i never everything that i recorded on i'll put out at some point what do you
juice18-261.wav|nights the same [ __ ] that was saying we was clucks and [ __ ] is hitting our lines asking this war we was getting this [ __ ] from you know I'm saying so I was like that [ __ ] was a fad but people got on that [ __ ] cuz of music music is|nights the same [ __ ] that was saying we was clucks and [ __ ] is hitting our lines asking this war we was getting this [ __ ] from you know i'm saying so i was like that [ __ ] was a fad but people got on that [ __ ] cuz of music music is
juice1-749.wav|[ __ ] like and I [ __ ] some real [ __ ] happen you know I'm saying I hate when people be trying to throw that's damn near that's low-key damn near trying to mental health in the black community is|[ __ ] like and i [ __ ] some real [ __ ] happen you know i'm saying i hate when people be trying to throw that's damn near that's low-key damn near trying to mental health in the black community is
juice20-28.wav|you know that that song got me to where i am today um personally i didn't when i first made it i didn't think that it was going to blow i don't know like it kind of just comes by surprise that that was the song yeah|you know that that song got me to where i am today um personally i didn't when i first made it i didn't think that it was going to blow i don't know like it kind of just comes by surprise that that was the song yeah
juice5-78.wav|fan future have you had anyone that the grind good though that's the best know my music yeah who has it been Oh|fan future have you had anyone that the grind good though that's the best know my music yeah who has it been oh
juice5-268.wav|talk about heartbreak a lot everybody girls are the same in that is that is|talk about heartbreak a lot everybody girls are the same in that is that is
juice6-29.wav|one major thing is um studio being able and like he's like money he was my engineer too he pushed me through so much [ __ ] and helped me with so much and|one major thing is um studio being able and like he's like money he was my engineer too he pushed me through so much [ __ ] and helped me with so much and
juice6-91.wav|it's just like that's not sure I have in this fear you know you can't go to a studio and act like you at a bar or at a party get some shitty smell it's work to be done you know I'm saying so that's|it's just like that's not sure i have in this fear you know you can't go to a studio and act like you at a bar or at a party get some shitty smell it's work to be done you know i'm saying so that's
juice3-99.wav|people think this cross means like I am I allowed to make a phone card in this interview oh I just want you to get to Diggory accident all right hey Chris interview right now but I don't watch|people think this cross means like i am i allowed to make a phone card in this interview oh i just want you to get to diggory accident all right hey chris interview right now but i don't watch
juice5-158.wav|mean she knows me above knows it's a place that's catchy beforehand yeah you don't know saying so|mean she knows me above knows it's a place that's catchy beforehand yeah you don't know saying so
juice5-160.wav|but home ground obviously I'm still learning you know working my way through certain situations but I am grounded at|but home ground obviously i'm still learning you know working my way through certain situations but i am grounded at
juice1-542.wav|nasty-ass place for my first time having sushi so they kind of turned me off to|nasty-ass place for my first time having sushi so they kind of turned me off to
juice1-818.wav|really be hitting them like [ __ ] you came no I'm saying I'm here if you want something like not somebody that's to talk no we could chop it up all you want but I'm like I just try to help|really be hitting them like [ __ ] you came no i'm saying i'm here if you want something like not somebody that's to talk no we could chop it up all you want but i'm like i just try to help
juice1-643.wav|enough you you know you can't relationship with somebody y'all could you got a block you know saying it they may even say I hope you're doing well which is awesome that's dinner yo acquaintance and they know their place and you know yours and|enough you you know you can't relationship with somebody y'all could you got a block you know saying it they may even say i hope you're doing well which is awesome that's dinner yo acquaintance and they know their place and you know yours and
juice5-421.wav|don't need to be stuff that I'm doing currently stuff that I've done awesome before I met you type stuff so just like don't get it I'll active|don't need to be stuff that i'm doing currently stuff that i've done awesome before i met you type stuff so just like don't get it i'll active
juice3-43.wav|on the back with about a rapper rohff or cannabis I strained you a death and I legs to get bones poked through your skin you be for me I'm leaving this core side it could lies inside you ride as|on the back with about a rapper rohff or cannabis i strained you a death and i legs to get bones poked through your skin you be for me i'm leaving this core side it could lies inside you ride as
juice11-43.wav|and it's no monk my girl outside all my seasons and have still not subscribed flying off and I'm pants first and it|and it's no monk my girl outside all my seasons and have still not subscribed flying off and i'm pants first and it
juice5-299.wav|my thoughts on just a vase yeah it's just kind of my take on it my outlook on|my thoughts on just a vase yeah it's just kind of my take on it my outlook on
juice25-184.wav|know there's a lot of issues in the world to talk about I don't know music it's just a beautiful thing like like I love myself so much as far as the way I make music the way God made me the way God wired me to do things that I do and|know there's a lot of issues in the world to talk about i don't know music it's just a beautiful thing like like i love myself so much as far as the way i make music the way god made me the way god wired me to do things that i do and
juice1-853.wav|time is super hard but I ain't ain't writing so long probably since losing got got some more stuff stashed up no|time is super hard but i ain't ain't writing so long probably since losing got got some more stuff stashed up no
juice26-1.wav|"- Juice comes from the Tupac movie. And the song ""Zan with that Lean, Part II"". - Yeah, I would say so. - So Eminem was the first legendary artist"|"- juice comes from the tupac movie. and the song ""zan with that lean, part ii"". - yeah, i would say so. - so eminem was the first legendary artist"
juice24-44.wav|is kind of careless my [ __ ] kids is dying and [ __ ] ya know and then it's still happening though innit it's like you could have an impact on somebody|is kind of careless my [ __ ] kids is dying and [ __ ] ya know and then it's still happening though innit it's like you could have an impact on somebody
juice18-121.wav|issue whether it was written or written from a certain direction or not because if you listen to the lyrics it's talking about being like the main thing about it is you're being haunted by something|issue whether it was written or written from a certain direction or not because if you listen to the lyrics it's talking about being like the main thing about it is you're being haunted by something
juice3-102.wav|Christian or whatever are using this but it really mean it's a really sign of being humble and selfless this is my|christian or whatever are using this but it really mean it's a really sign of being humble and selfless this is my
juice5-463.wav|it I wrote that song in like 20 minutes I was in turned it on and my mom was like a that staying and I heard I heard|it i wrote that song in like twenty minutes i was in turned it on and my mom was like a that staying and i heard i heard
juice17-40.wav|just incorporate Twisted Metal... Death Race to like... hanging onto a relationship, or doing what you have to do to maintain a relationship, To fix something that's a--|just incorporate twisted metal... death race to like... hanging onto a relationship, or doing what you have to do to maintain a relationship, to fix something that's a--
juice20-59.wav|why it was just the i performed looking at the mountains and oh that stuff it was it was beautiful and the crowd was going crazy it was it time is going to have a good time|why it was just the i performed looking at the mountains and oh that stuff it was it was beautiful and the crowd was going crazy it was it time is going to have a good time
juice1-773.wav|and that's it that's the devil in you going to church or you know they go today daddy that's how in smoke a blunt you know I'm saying so like it's a it's a big issue that's not touched and|and that's it that's the devil in you going to church or you know they go today daddy that's how in smoke a blunt you know i'm saying so like it's a it's a big issue that's not touched and
juice6-3.wav|I was wondering to do is where I really to use the studio whenever I want to definitely oh it's funny because no matter like my first performance I was|i was wondering to do is where i really to use the studio whenever i want to definitely oh it's funny because no matter like my first performance i was
juice8-68.wav|piano and guitar and on the other hand I was good at freestyle and just rapper with my friends and some funny [ __ ] I think around like six seventh grade I|piano and guitar and on the other hand i was good at freestyle and just rapper with my friends and some funny [ __ ] i think around like six seventh grade i
juice3-144.wav|really explain the way I feel I feel like people could talk for eternity on what they think love is like just come|really explain the way i feel i feel like people could talk for eternity on what they think love is like just come
juice5-396.wav|to work because of them I want to be a part of the people that had them come around like the end of 2015 it's 2016 I|to work because of them i want to be a part of the people that had them come around like the end of twenty fifteen it's twenty sixteen i
juice16-97.wav|to play back in like grammar school for not only lets my freshman year in high school I took a seriously for a minute - A lot of people that you know|to play back in like grammar school for not only lets my freshman year in high school i took a seriously for a minute - a lot of people that you know
juice3-3.wav|darkside collides inside you run as fast diet [ __ ] I made them handles yeah I probably worked there for like two three|darkside collides inside you run as fast diet [ __ ] i made them handles yeah i probably worked there for like two three
juice1-434.wav|chance to get that job as soon as they over another [ __ ] that graduated they stuck playing student loans for the again I mean people could because I mean tough so I'm saying but being a real like it's lonely at the top that's like that's the most cliche [ __ ]|chance to get that job as soon as they over another [ __ ] that graduated they stuck playing student loans for the again i mean people could because i mean tough so i'm saying but being a real like it's lonely at the top that's like that's the most cliche [ __ ]
juice11-263.wav|and you kind of got to read a little bit my escape as a kid you know so it's it's like a high school for superheroes I want to maybe do that but a high|and you kind of got to read a little bit my escape as a kid you know so it's it's like a high school for superheroes i want to maybe do that but a high
juice3-160.wav|you feel love don't like you know it hey everybody know a love for like I feel like no I don't want to say that because not everybody if you had a mom|you feel love don't like you know it hey everybody know a love for like i feel like no i don't want to say that because not everybody if you had a mom
juice11-207.wav|this now many for a long long time 9c is a person may make a song or a project|this now many for a long long time ninec is a person may make a song or a project
juice6-54.wav|thought it was going to of [ __ ] Oh Benny Blanco was cool as [ __ ] me haven't got a couple songs coming out|thought it was going to of [ __ ] oh benny blanco was cool as [ __ ] me haven't got a couple songs coming out
juice26-47.wav|- You see yourself rising, you see yourself achieving certain things and it's like yeah I'm this, I'm the S, you know what I'm sayin' - Actually, it was couple of reasons it's a ladder for a reason, you gotta keep climbing.|- you see yourself rising, you see yourself achieving certain things and it's like yeah i'm this, i'm the s, you know what i'm sayin' - actually, it was couple of reasons it's a ladder for a reason, you gotta keep climbing.
juice8-130.wav|[ __ ] up and I'm like bro I can't do this anymore and I like flush like last Tuesday's I had down the toilet and I'm like I'm gonna turn over a new leaf and then I like that [ __ ] happened like|[ __ ] up and i'm like bro i can't do this anymore and i like flush like last tuesday's i had down the toilet and i'm like i'm gonna turn over a new leaf and then i like that [ __ ] happened like
juice18-267.wav|powerful built and and music moves fashion and moves you know I'm saying like it moves culture like it's powerful included in the culture now unfortunately so that's like a fad bro|powerful built and and music moves fashion and moves you know i'm saying like it moves culture like it's powerful included in the culture now unfortunately so that's like a fad bro
juice17-77.wav|Then hopefully I'm one of those people that can bring- and it me like I can pour my soul out on the beats... is like me venting. that 'cause I've literally said it before.|then hopefully i'm one of those people that can bring- and it me like i can pour my soul out on the beats... is like me venting. that 'cause i've literally said it before.
juice3-75.wav|just being such a sponge as a kid he's [ __ ] I would listen to just scram in my head with it not really giving a [ __ ]|just being such a sponge as a kid he's [ __ ] i would listen to just scram in my head with it not really giving a [ __ ]
juice1-218.wav|uh coming up beefing with nobody claiming he was something that he wasn't in like 15 minutes one of the positive one of the more positive people to come out the city even content-wise you know|uh coming up beefing with nobody claiming he was something that he wasn't in like fifteen minutes one of the positive one of the more positive people to come out the city even content-wise you know
juice4-195.wav|going through you know I like you know just people to connect with each other and be there for each other hit us up I feel like you should really like it|going through you know i like you know just people to connect with each other and be there for each other hit us up i feel like you should really like it
juice8-149.wav|that [ __ ] drove me crazy I'm like bro like 500 on my [ __ ] so when I got 10k I was like so lit and from there she just the same time I try not to dwell on it|that [ __ ] drove me crazy i'm like bro like five hundred on my [ __ ] so when i got tenk i was like so lit and from there she just the same time i try not to dwell on it
juice1-27.wav|the project but I think that was gonna ain't gonna lie like I knew about the baseball trip back then like when I was thinking about them like what they get really I think at high school I wasn't eligible or some [ __ ] when I came to try out one of the grades|the project but i think that was gonna ain't gonna lie like i knew about the baseball trip back then like when i was thinking about them like what they get really i think at high school i wasn't eligible or some [ __ ] when i came to try out one of the grades
juice22-122.wav|the process of doing that you can have this thing called sleep paralysis and that's when your science the scientific definition I believe is when Tom your|the process of doing that you can have this thing called sleep paralysis and that's when your science the scientific definition i believe is when tom your
juice24-61.wav|right about that cuz I was thinking and then you hear that he's gone where guy we stay working stay working why why was in the car I'm always sure no no shot and and at the photo shoot that's|right about that cuz i was thinking and then you hear that he's gone where guy we stay working stay working why why was in the car i'm always sure no no shot and and at the photo shoot that's
juice6-207.wav|was presented to me during like the label meetings and stuff it was certain things that I couldn't really refuse or song in the moment and I kept it and not because it was like a hundred Felton it will help me the best way so|was presented to me during like the label meetings and stuff it was certain things that i couldn't really refuse or song in the moment and i kept it and not because it was like a hundred felton it will help me the best way so
juice5-403.wav|any any tattoos - no Eddie yeah so|any any tattoos - no eddie yeah so
juice6-171.wav|think I started exploring more music when I was in fourth grade maybe fifth grade I went through anything from the|think i started exploring more music when i was in fourth grade maybe fifth grade i went through anything from the
juice1-85.wav|you know say it's all [ __ ] I treat so for so uh it's weird sometimes I wish I could write but it's hard to go back to writing when you freestyle all the|you know say it's all [ __ ] i treat so for so uh it's weird sometimes i wish i could write but it's hard to go back to writing when you freestyle all the
juice6-350.wav|sounds like California in a song like just a sunny ass palm tree and state singer he cool I never really I liked a couple of their songs but his voice is|sounds like california in a song like just a sunny ass palm tree and state singer he cool i never really i liked a couple of their songs but his voice is
juice1-453.wav|and like I could all my friends I don't get all my friends no love like I could probably count my friends on one hand you know I'm saying like a lot of people switched up a lot of people feel|and like i could all my friends i don't get all my friends no love like i could probably count my friends on one hand you know i'm saying like a lot of people switched up a lot of people feel
juice6-192.wav|that I was you know as a kid I was looking through all the genres and listening all this [ __ ] was it's cool and I like putting people on this [ __ ] like some of my friends that I never would have thought would [ __ ] with like|that i was you know as a kid i was looking through all the genres and listening all this [ __ ] was it's cool and i like putting people on this [ __ ] like some of my friends that i never would have thought would [ __ ] with like
juice5-361.wav|because you know somebody doing crack they know they messed up right you know you strung out you doing crack you know you messed up you know you out there but|because you know somebody doing crack they know they messed up right you know you strung out you doing crack you know you messed up you know you out there but
juice1-137.wav|some business like I had assigned to like I did some business my Big the stats but I just kind of take that like you know just some polite everybody was on my dick when I by the time I got|some business like i had assigned to like i did some business my big the stats but i just kind of take that like you know just some polite everybody was on my dick when i by the time i got
juice13-74.wav|view when it comes to light the [ __ ] that my [ __ ] experiment with mm-hmm that people know [ __ ] that I've been|view when it comes to light the [ __ ] that my [ __ ] experiment with mm-hmm that people know [ __ ] that i've been
juice23-17.wav|me hey that's my first sleep really dad that 50 you know that 50 60 girl like|me hey that's my first sleep really dad that fifty you know that fifty sixty girl like
juice7-49.wav|because I like saw this other girl who it was like real beautiful so like I was like nah [ __ ] this I'm gonna vibe but was going on I was over my ex she's|because i like saw this other girl who it was like real beautiful so like i was like nah [ __ ] this i'm gonna vibe but was going on i was over my ex she's
juice5-393.wav|was so cool so Gucci as well so I'm like bowtie so like I want to face that so bad I want|was so cool so gucci as well so i'm like bowtie so like i want to face that so bad i want
juice5-337.wav|just make sure that you have the energy relations to thank you thank you so I before you before you pass maybe like we gonna have to believe that|just make sure that you have the energy relations to thank you thank you so i before you before you pass maybe like we gonna have to believe that
juice22-65.wav|just hilarious because it was like everybody was hitting our phone it was just like a oh no it was funny like oh|just hilarious because it was like everybody was hitting our phone it was just like a oh no it was funny like oh
juice4-186.wav|kind of runs us you know my message to Oh|kind of runs us you know my message to oh
juice18-179.wav|dream now that's a Chico yeah cuz I used hard to know I'm not gonna care listen to try it like I used to lucid dream and then like when you do it right you're supposed to keep a dream journal and|dream now that's a chico yeah cuz i used hard to know i'm not gonna care listen to try it like i used to lucid dream and then like when you do it right you're supposed to keep a dream journal and
juice8-243.wav|FK odd that's what he's watching this it's a lot of me was to really too many to name all of them just a lot of producers I look up to and I admire the|fk odd that's what he's watching this it's a lot of me was to really too many to name all of them just a lot of producers i look up to and i admire the
juice25-167.wav|going through you know what's happening he's talking about certain things could help somebody else do what they going it out myself may be empty that was pretty much me saying that at the end of the day I|going through you know what's happening he's talking about certain things could help somebody else do what they going it out myself may be empty that was pretty much me saying that at the end of the day i
juice6-339.wav|Boy I'm gonna make that happening I have getting 12 hour blocks like every night to make that happen so that will happen soon as [ __ ] I have something happen I|boy i'm gonna make that happening i have getting twelve hour blocks like every night to make that happen so that will happen soon as [ __ ] i have something happen i
juice18-237.wav|yeah for sure stop did that change your attitude towards drugs you know what mmm|yeah for sure stop did that change your attitude towards drugs you know what mmm
juice13-38.wav|around it the second song I've ever heard about future is dirty sprite like for off the first dirty sprite mixtape mm-hmm and that [ __ ] had me one in the|around it the second song i've ever heard about future is dirty sprite like for off the first dirty sprite mixtape mm-hmm and that [ __ ] had me one in the
juice5-214.wav|her no baby baby brother g-money DJ victorious that's hard adjustment|her no baby baby brother g-money dj victorious that's hard adjustment
juice5-92.wav|yeah for sure what do you want to do and um you know hopefully you know what my well my work ethic and just the way that|yeah for sure what do you want to do and um you know hopefully you know what my well my work ethic and just the way that
juice6-393.wav|then pull off and like I McLaren and then go home and ride dirt bikes I'm gonna wake up I didn't go back to London|then pull off and like i mclaren and then go home and ride dirt bikes i'm gonna wake up i didn't go back to london
juice21-3.wav|I'm also pretty self-explanatory I have|i'm also pretty self-explanatory i have
juice3-118.wav|the making it's just you realize that you know this did not do it any of you captain drugs only make it worse cap I I'll call somebody this was how I was|the making it's just you realize that you know this did not do it any of you captain drugs only make it worse cap i i'll call somebody this was how i was
juice21-1.wav|tattoos I'm alone I'm a little key I so know I'm saying to really like move on from that and realize overalls and their|tattoos i'm alone i'm a little key i so know i'm saying to really like move on from that and realize overalls and their
juice1-530.wav|hibachi style place mmm besides dad it to go my way to do that [ __ ] though my girl was trying me try [ __ ] I stole home so she depends I had sushi from a|hibachi style place mmm besides dad it to go my way to do that [ __ ] though my girl was trying me try [ __ ] i stole home so she depends i had sushi from a
juice16-68.wav|this style of Margiela yeah there's like one of the first ones I've seen and I've|this style of margiela yeah there's like one of the first ones i've seen and i've
juice5-83.wav|you lying about it I'm gonna do it tonight I mean that's that's the reason why I stay up I mean you know I do love|you lying about it i'm gonna do it tonight i mean that's that's the reason why i stay up i mean you know i do love
juice17-67.wav|or Auntie or whoever that you feel you feel like you got ADD or whatever. Are you going to tell me I don't got something, you know? That's not how it should be, but that's how it is|or auntie or whoever that you feel you feel like you got add or whatever. are you going to tell me i don't got something, you know? that's not how it should be, but that's how it is
juice6-234.wav|behind that [ __ ] the lowest point I was at like emotionally mentally all that troubles at the same time it felt like my music wasn't going to where I wanted|behind that [ __ ] the lowest point i was at like emotionally mentally all that troubles at the same time it felt like my music wasn't going to where i wanted
juice20-194.wav|this works same situation yeah cool really just don't let nobody tell you that you can't do something like don't know don't let anybody you know which your path if you feel|this works same situation yeah cool really just don't let nobody tell you that you can't do something like don't know don't let anybody you know which your path if you feel
juice5-494.wav|know our our legends do you don't see it even a lot of it was not enough to stop them on legendary pedestals five Mike but enough to question exactly really|know our our legends do you don't see it even a lot of it was not enough to stop them on legendary pedestals five mike but enough to question exactly really
juice21-40.wav|but I actually like the way it is cause of the like it been through some hair but they're still there so I'm gonna|but i actually like the way it is cause of the like it been through some hair but they're still there so i'm gonna
juice8-196.wav|isn't done whatever I'm gonna say you look blink whatever so he says me a little privately and I watch it and I call them back and we went bro when are Disney Channel yeah I am from Chicago|isn't done whatever i'm gonna say you look blink whatever so he says me a little privately and i watch it and i call them back and we went bro when are disney channel yeah i am from chicago
juice1-204.wav|the hey tutorial yeah I'm trying to like it's been a couple of people that Chicago's like crabs in the bucket and no [ __ ] tried to get out|the hey tutorial yeah i'm trying to like it's been a couple of people that chicago's like crabs in the bucket and no [ __ ] tried to get out
juice6-185.wav|hip-hop and rap or whatever you know that's not gonna give me anywhere so I just took a step back and walked into the [ __ ] as being myself and that's just like a part of me like it's like subconscious you know so it's a blessing|hip-hop and rap or whatever you know that's not gonna give me anywhere so i just took a step back and walked into the [ __ ] as being myself and that's just like a part of me like it's like subconscious you know so it's a blessing
juice6-198.wav|Green Day and [ __ ] I'll be putting a guess on every T gonna be snaps and she feelings at that moment like I made that didn't listening to this [ __ ] it was so|green day and [ __ ] i'll be putting a guess on every t gonna be snaps and she feelings at that moment like i made that didn't listening to this [ __ ] it was so
juice26-9.wav|I was like in sixth grade when that came out. one thing that my mom um instilled in me can't forget to give back no matter what stay true to yourself you know you're aware of your potential|i was like in sixth grade when that came out. one thing that my mom um instilled in me can't forget to give back no matter what stay true to yourself you know you're aware of your potential
juice5-103.wav|that was like a social media handle and they won't let me spell the world right ah because somebody had something that yeah eventually it kind of like got some|that was like a social media handle and they won't let me spell the world right ah because somebody had something that yeah eventually it kind of like got some
juice25-162.wav|like what I'm going through some music not only is something that it kind of helps the situation pass I also make music talking about certain subjects because I know that I'm not the only one|like what i'm going through some music not only is something that it kind of helps the situation pass i also make music talking about certain subjects because i know that i'm not the only one
juice22-165.wav|just sit back and be like ah yeah yeah so I'd rather put the work in now I have a longer break later then take a short about that it was longer than a year but when I think about other things this|just sit back and be like ah yeah yeah so i'd rather put the work in now i have a longer break later then take a short about that it was longer than a year but when i think about other things this
juice11-227.wav|and anybody who's criticizing it takes that song or project or whatever you know piece of art that was and then|and anybody who's criticizing it takes that song or project or whatever you know piece of art that was and then
juice11-53.wav|sauce babe oh I know what you say it is was eating it like every day for like sharks is like the not like it's Versace|sauce babe oh i know what you say it is was eating it like every day for like sharks is like the not like it's versace
juice1-84.wav|somebody I don't tell a lie that don't I don't know therapy is you know what I answers oh hell no so you're going there answers within you just yes the thing anyway oh yeah for sure|somebody i don't tell a lie that don't i don't know therapy is you know what i answers oh hell no so you're going there answers within you just yes the thing anyway oh yeah for sure
juice1-732.wav|not even go up could just see you not know you but like know who you are and want what you have and kill you because that's [ __ ] [ __ ] my whole head up and at|not even go up could just see you not know you but like know who you are and want what you have and kill you because that's [ __ ] [ __ ] my whole head up and at
juice3-81.wav|that's all I cared about so it was you know it was kind of easy for me to to remember all that [ __ ] if that was like|that's all i cared about so it was you know it was kind of easy for me to to remember all that [ __ ] if that was like
juice1-834.wav|ruined it for a lot of cuz some of them like they don't even damn beliefs ain't that bad or at least I to make themselves feel better so like|ruined it for a lot of cuz some of them like they don't even damn beliefs ain't that bad or at least i to make themselves feel better so like
juice3-152.wav|talk about it but I feel like it's just something that you feel and you know what it is and you feel it kannada days people are smart enough to make you feel|talk about it but i feel like it's just something that you feel and you know what it is and you feel it kannada days people are smart enough to make you feel
juice3-89.wav|it's pretty self-explanatory just being light fight for the control don't anyone to yourself just being noticing your own|it's pretty self-explanatory just being light fight for the control don't anyone to yourself just being noticing your own
juice5-127.wav|players ever touched the hardwood you good how busy have you been and and at making music oh no yeah cuz I wasn't for|players ever touched the hardwood you good how busy have you been and and at making music oh no yeah cuz i wasn't for
juice3-109.wav|this is never leave my brother's no happiness cut be she's got faithfulness|this is never leave my brother's no happiness cut be she's got faithfulness
